Year;Month;Species;Tag;Genotype;Population;Type;FM;Collection;collection time;multiple_spawning;spawning;DAFM;sunset;spawning_time;TASS;EPB;EPB_sem;ES;ES_sem;FEC;size;approx
2020;October;A. cytherea;19;CytL19.20;Linareva;Wild;01/10/2020;;;N;07/10/2020;6;17:56:00;;;8.083333333;0.437866479;0.63612;0.010001006;;;1000
2020;October;A. cytherea;23;CYTS23;Sofitel;Wild;01/10/2020;;;N;07/10/2020;6;17:56:00;;;8.166666667;0.38854367;0.65442;0.012329154;16.19024129;;1000
2020;October;A. cytherea;25;CYTS25;Sofitel;Wild;01/10/2020;;;N;07/10/2020;6;17:56:00;;;5.958333333;0.244350416;0.60314;0.009945977;2.535358772;;1000
2020;October;A. cytherea;26;CYTS26;Sofitel;Wild;01/10/2020;;;N;07/10/2020;6;17:56:00;;;6.375;0.239356777;0.61419;0.007633785;8.876737921;;1000
2020;October;A. cytherea;27;CYTS27;Sofitel;Wild;01/10/2020;;;N;07/10/2020;6;17:56:00;;;8.291666667;0.410369075;0.61839;0.006184449;35.68943178;;1000
2020;October;A. cytherea;28;CYTS28;Sofitel;Wild;01/10/2020;;;N;07/10/2020;6;17:56:00;;;6.166666667;0.428456391;0.67969;0.010021741;8.104739006;;1000
2020;October;A. cytherea;29;CYTS29;Sofitel;Wild;01/10/2020;;;N;07/10/2020;6;17:56:00;;;8;0.450442616;0.5274;0.006266643;46.87687799;;1000
2020;October;A. cytherea;30;CYTS30;Sofitel;Wild;01/10/2020;;;N;07/10/2020;6;17:56:00;;;8.304347826;0.496767347;0.67862;0.007258233;8.921854622;;1000
2020;October;A. cytherea;31;CYTS31;Sofitel;Wild;01/10/2020;;;N;07/10/2020;6;17:56:00;;;6.458333333;0.240614903;0.62411;0.009765425;12.84307038;;1000
2020;October;A. cytherea;20;CytL20.20;Linareva;Wild;01/10/2020;;;N;09/10/2020;8;17:57:00;;;6.041666667;0.419105183;0.66746;0.009746887;;;1000
2020;October;A. cytherea;14;CytL14.20;Linareva;Wild;01/10/2020;;;N;14/10/2020;13;17:57:00;;;5.304347826;0.437540659;0.652516667;0.015231838;11.66000784;;1000
2020;October;A. cytherea;17;CytL17.20;Linareva;Wild;01/10/2020;;;N;14/10/2020;13;17:57:00;;;10.43478261;0.448211584;0.67271;0.007465514;27.45724814;;1000
2021;September;A. cytherea;70;CYTS70;Sofitel;Wild;20/09/2021;22/09/2021;16:00:00;N;23/09/2021;3;17:54:00;21:51:00;03:57:00;;;;;;;1000
2021;September;A. cytherea;71;CYTS71;Sofitel;Wild;20/09/2021;22/09/2021;16:00:00;N;23/09/2021;3;17:54:00;21:48:00;03:54:00;;;;;;;1000
2021;September;A. cytherea;72;CYTS72;Sofitel;Wild;20/09/2021;22/09/2021;16:00:00;N;23/09/2021;3;17:54:00;22:10:00;04:16:00;;;;;;;1000
2021;September;A. cytherea;73;CYTS73;Sofitel;Wild;20/09/2021;22/09/2021;16:00:00;N;23/09/2021;3;17:54:00;21:50:00;03:56:00;;;;;;;1000
2021;September;A. cytherea;74;CYTS74;Sofitel;Wild;20/09/2021;22/09/2021;16:00:00;N;23/09/2021;3;17:54:00;21:50:00;03:56:00;;;;;;;1000
2021;September;A. cytherea;75;CYTS75;Sofitel;Wild;20/09/2021;22/09/2021;16:00:00;N;23/09/2021;3;17:54:00;21:54:00;04:00:00;;;;;;;1000
2021;September;A. cytherea;76;CYTS76;Sofitel;Wild;20/09/2021;22/09/2021;16:00:00;N;23/09/2021;3;17:54:00;21:50:00;03:56:00;;;;;;;1000
2021;September;A. cytherea;77;CYTS77;Sofitel;Wild;20/09/2021;22/09/2021;16:00:00;N;23/09/2021;3;17:54:00;22:20:00;04:26:00;;;;;;;1000
2021;September;A. cytherea;79;CYTS79;Sofitel;Wild;20/09/2021;22/09/2021;16:00:00;N;23/09/2021;3;17:54:00;22:18:00;04:24:00;;;;;;;1000
2021;September;A. cytherea;82;CYTL82;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;23/09/2021;3;17:54:00;22:09:00;04:15:00;;;;;;;1000
2021;September;A. cytherea;83;CYTL83;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;23/09/2021;3;17:54:00;21:52:00;03:58:00;;;;;;;1000
2021;September;A. cytherea;84;CYTL84;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;23/09/2021;3;17:54:00;22:13:00;04:19:00;;;;;;;1000
2021;September;A. cytherea;85;CYTL85;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;23/09/2021;3;17:54:00;21:53:00;03:59:00;;;;;;;1000
2021;September;A. cytherea;86;CYTL86;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;23/09/2021;3;17:54:00;22:06:00;04:12:00;;;;;;;1000
2021;September;A. cytherea;88;CYTL88;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;23/09/2021;3;17:54:00;22:06:00;04:12:00;;;;;;;1000
2021;September;A. cytherea;89;CYTL89;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;23/09/2021;3;17:54:00;22:18:00;04:24:00;;;;;;;1000
2021;September;A. cytherea;81;CYTL81;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;24/09/2021;4;17:54:00;21:56:00;04:02:00;;;;;;;1000
2021;September;A. cytherea;82;CYTL82;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;24/09/2021;4;17:54:00;21:56:00;04:02:00;;;;;;;1000
2021;September;A. cytherea;85;CYTL85;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;24/09/2021;4;17:54:00;21:53:00;03:59:00;;;;;;;1000
2021;September;A. cytherea;86;CYTL86;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;24/09/2021;4;17:54:00;21:54:00;04:00:00;;;;;;;1000
2021;September;A. cytherea;87;CYTL87;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;24/09/2021;4;17:54:00;21:53:00;03:59:00;;;;;;;1000
2021;September;A. cytherea;88;CYTL88;Linareva;Wild;20/09/2021;23/09/2021;11:00:00;N;24/09/2021;4;17:54:00;21:54:00;04:00:00;;;;;;;1000
2021;September;A. cytherea;91;CYTL91;Linareva;Wild;20/09/2021;26/09/2021;;N;26/09/2021;6;17:54:00;21:47:00;03:53:00;9.458333333;0.548314832;0.64697;0.007314431;127.2912424;;1000
2021;September;A. cytherea;92;CYTL92;Linareva;Wild;20/09/2021;26/09/2021;;N;26/09/2021;6;17:54:00;21:42:00;03:48:00;10.16666667;0.415578289;0.58565;0.004546096;68.06959793;;1000
2021;September;A. cytherea;93;CYTL93;Linareva;Wild;20/09/2021;26/09/2021;;N;26/09/2021;6;17:54:00;21:47:00;03:53:00;9.75;0.549208917;0.61787;0.005319656;106.4839789;;1000
2021;September;A. cytherea;94;CYTL94;Linareva;Wild;20/09/2021;26/09/2021;;N;26/09/2021;6;17:54:00;21:48:00;03:54:00;9.875;0.308763898;0.59746;0.007055145;93.48650927;;1000
2021;September;A. cytherea;95;CYTL95;Linareva;Wild;20/09/2021;26/09/2021;;N;26/09/2021;6;17:54:00;21:47:00;03:53:00;11.375;0.610335201;0.65401;0.007163021;75.91847503;;1000
2021;September;A. cytherea;96;CYTL96;Linareva;Wild;20/09/2021;26/09/2021;;N;26/09/2021;6;17:54:00;21:47:00;03:53:00;8.25;0.620454485;0.64963;0.005948637;85.60242036;;1000
2021;September;A. cytherea;97;CYTL97;Linareva;Wild;20/09/2021;26/09/2021;;N;26/09/2021;6;17:54:00;21:44:00;03:50:00;7.375;0.416213522;0.62749;0.006860319;30.17312448;;1000
2021;September;A. cytherea;98;CYTL98;Linareva;Wild;20/09/2021;26/09/2021;;N;26/09/2021;6;17:54:00;21:47:00;03:53:00;9.291666667;0.767263079;0.6392;0.008044963;26.76704308;;1000
2021;September;A. cytherea;100;CYTL100;Linareva;Wild;20/09/2021;26/09/2021;;N;26/09/2021;6;17:54:00;21:42:00;03:48:00;6.875;0.475152531;0.59901;0.005944565;100.2695418;;1000
2021;September;A. cytherea;101;CYTL101;Linareva;Wild;20/09/2021;26/09/2021;;N;26/09/2021;6;17:54:00;21:48:00;03:54:00;7.260869565;0.556021267;0.63507;0.005834661;74.89830103;;1000
2022;October;A. cytherea;L11;CYTL11.22;Linareva;Wild;09/10/2022;11/10/2022;10:00:00;Y;16/10/2022;7;17:58:00;NA;NA;NA;;NA;;NA;;1000
2022;October;A. cytherea;L11;CYTL11.22;Linareva;Wild;09/10/2022;11/10/2022;10:00:00;Y;17/10/2022;8;17:59:00;22:19:00;04:20:00;;;NA;;NA;;1000
2022;October;A. cytherea;L13;CYTL13.22;Linareva;Wild;09/10/2022;11/10/2022;10:00:00;N;17/10/2022;8;17:59:00;22:11:00;04:12:00;7.583333333;0.389707558;0.65435;0.006230066;28.9931125;;1000
2022;October;A. cytherea;L14;CYTL14.22;Linareva;Wild;09/10/2022;11/10/2022;10:00:00;Y;17/10/2022;8;17:59:00;22:14:00;04:15:00;13.25;0.568655929;0.6879;0.00868233;122.9581994;;1000
2022;October;A. cytherea;L9;CYTL9.22;Linareva;Wild;09/10/2022;11/10/2022;10:00:00;Y;17/10/2022;8;17:59:00;22:14:00;04:15:00;7.5;0.43821112;0.6448;0.005365213;86.89206441;;1000
2022;October;A. cytherea;L1;CYTL1.22;Linareva;Wild;09/10/2022;11/10/2022;10:00:00;N;18/10/2022;9;17:59:00;22:28:00;04:29:00;5.875;0.471324452;0.60191;0.006037446;76.96655676;;1000
2022;October;A. cytherea;L14;CYTL14.22;Linareva;Wild;09/10/2022;11/10/2022;10:00:00;Y;18/10/2022;9;17:59:00;22:16:00;04:17:00;6.086956522;0.392181713;NA;;NA;;1000
2022;October;A. cytherea;L2;CYTL2.22;Linareva;Wild;09/10/2022;11/10/2022;10:00:00;N;18/10/2022;9;17:59:00;22:24:00;04:25:00;;;;;;;1000
2022;October;A. cytherea;L3;CYTL3.22;Linareva;Wild;09/10/2022;11/10/2022;10:00:00;N;18/10/2022;9;17:59:00;22:21:00;04:22:00;5.916666667;0.207789144;0.59424;0.003784508;32.70231277;;1000
2022;October;A. cytherea;L4;CYTL4.22;Linareva;Wild;09/10/2022;11/10/2022;10:00:00;N;18/10/2022;9;17:59:00;22:15:00;04:16:00;5.208333333;0.350874511;0.67182;0.008203269;;;1000
